,en,de
thry:github,https://github.com/Thryrallo/UdonPrefabs,
thry:github_prefabs,https://github.com/Thryrallo/UdonPrefabs,
thry:discord,https://thry.dev/d,
,,
c:Sun,Sun,So
c:Mon,Mon,Mo
c:Tue,Tue,Di
c:Wen,Wen,Mi
c:Thu,Thu,Do
c:Fri,Fri,Fr
c:Sat,Sat,Sa
